gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795_29	20659	22533	1875	1	0.418	11	AGGAG	GENOMAD.062795.VV	6.883e-37	152	0	0	0	2561	Caudoviricetes	NA	NA	PF12708	Pectate lyase superfamily protein
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795_30	22547	23623	1077	1	0.409	11	GGAG/GAGG	GENOMAD.057147.VV	1.008e-74	257	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795_31	23620	23799	180	1	0.400	11	AGxAGG/AGGxGG	GENOMAD.046103.VV	6.161e-29	109	0	0	0	2561	Caudoviricetes	NA	NA	PF09693	phage uncharacterized protein, XkdX family
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795_32	23844	24263	420	1	0.405	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795_33	24310	25119	810	1	0.419	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795_34	25277	25741	465	1	0.383	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795_35	25743	25877	135	1	0.244	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795_36	25914	26105	192	-1	0.396	11	AGGAG	GENOMAD.226765.VP	5.473e-32	118	0	0	0	1	NA	NA	NA	PF08679	Dissimilatory sulfite reductase D (DsrD)
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795_37	26177	27109	933	-1	0.315	11	GGAGG	GENOMAD.146255.VV	2.567e-25	110	0	0	0	1	NA	NA	NA	PF08139	Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_3_28795_38	27269	28795	1527	1	0.360	11	None	GENOMAD.169508.VP	7.313e-13	74	0	0	1	2561	Caudoviricetes	NA	NA	PF04708;PF13262	Site-specific DNA recombinase related to the DNA invertase Pin
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_221	213467	214192	726	-1	0.255	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_222	214246	214704	459	-1	0.353	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_223	214777	215427	651	-1	0.300	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_224	215524	215859	336	-1	0.318	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_225	216021	216239	219	1	0.342	11	AGGAG	GENOMAD.169643.VC	1.424e-05	43	0	0	1	1	NA	NA	NA	PF11242	mobile mystery protein A
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_226	216598	216735	138	1	0.478	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_227	216738	217007	270	1	0.322	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_228	217008	217178	171	1	0.404	11	GGAG/GAGG	GENOMAD.138902.VV	3.207e-12	61	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_229	217592	217813	222	1	0.338	11	AGGAG	GENOMAD.111442.VV	1.384e-27	106	0	0	0	1	NA	NA	NA	PF09466	Hypothetical protein Yqai
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_230	217922	218842	921	1	0.415	11	GGxGG	GENOMAD.015234.VV	8.437e-101	330	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_231	218802	219602	801	1	0.402	11	GGA/GAG/AGG	GENOMAD.167580.VP	3.176e-55	196	0	0	0	2561	Caudoviricetes	NA	NA	PF12684	PDDEXK-like domain of unknown function (DUF3799)
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_232	219602	219787	186	1	0.376	11	None	GENOMAD.173270.VV	0.0002214	39	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_233	219816	220676	861	1	0.379	11	AGGAG	GENOMAD.116432.VV	2.794e-14	76	0	0	0	2561	Caudoviricetes	NA	NA	PF04492	Bacteriophage replication protein O
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_234	220682	220969	288	1	0.403	11	AGGAG	GENOMAD.048790.VV	2.374e-09	55	0	0	1	2561	Caudoviricetes	NA	NA	PF06992	Replication protein P
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_235	220941	222233	1293	1	0.408	11	GGA/GAG/AGG	GENOMAD.032636.VV	3.771e-16	84	0	0	1	2561	Caudoviricetes	NA	NA	PF20307;PF07486	Divergent DnaB-like ATPase; Cell Wall Hydrolase
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_236	222248	222442	195	1	0.379	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_237	222439	222888	450	1	0.422	11	GGAGG	GENOMAD.181567.VP	2.256e-14	72	0	0	0	2561	Caudoviricetes	NA	NA	PF05866	Endodeoxyribonuclease RusA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_238	222876	223562	687	1	0.438	11	AGGAG	GENOMAD.100308.VV	3.59e-73	246	0	0	0	2561	Caudoviricetes	NA	NA	TIGR02531	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_239	223695	223979	285	1	0.372	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_240	224051	224251	201	1	0.333	11	GGAGG	GENOMAD.145950.VV	9.604e-07	46	0	0	0	2561	Caudoviricetes	NA	NA	PF17356	Phage-like element PBSX protein XtrA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_241	224317	225549	1233	1	0.290	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_242	225574	225957	384	1	0.341	11	None	GENOMAD.220977.VP	2.312e-47	166	0	0	0	2561	Caudoviricetes	NA	NA	PF05263	phage transcriptional activator, RinA family
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_243	226115	226882	768	1	0.285	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_244	227040	228662	1623	1	0.418	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_245	228667	229050	384	1	0.286	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_246	229124	229528	405	1	0.311	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_247	229996	230178	183	1	0.426	11	AGGAG	GENOMAD.173019.VV	3.478e-13	64	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_248	230270	230614	345	1	0.400	11	GGAG/GAGG	GENOMAD.226292.VP	3.439e-29	113	0	0	0	2561	Caudoviricetes	NA	NA	PF20251	Bacterial Ig-like domain
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_249	230682	231179	498	1	0.311	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_250	231439	232557	1119	1	0.271	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_251	232614	233486	873	1	0.431	11	AGxAGG/AGGxGG	GENOMAD.193004.VV	5.932e-33	132	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_252	233486	234796	1311	1	0.426	11	GGA/GAG/AGG	GENOMAD.129421.VV	5.503e-26	115	0	0	1	2561	Caudoviricetes	NA	NA	PF04466;PF17288	phage terminase, large subunit, PBSX family
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_253	234796	236316	1521	1	0.444	11	AGGAG	GENOMAD.010142.VV	1.382e-88	304	0	0	1	2561	Caudoviricetes	NA	NA	PF04233	Uncharacterized conserved protein, contains phage Mu gpF-like domain
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_254	236313	237245	933	1	0.437	11	AGGAG	GENOMAD.010142.VV	1.001e-136	434	0	0	1	2561	Caudoviricetes	NA	NA	PF04233	Uncharacterized conserved protein, contains phage Mu gpF-like domain
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_255	237267	238142	876	1	0.267	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_256	238144	239094	951	1	0.441	11	AGGAG	GENOMAD.112793.VP	3.177e-46	172	0	0	1	2561	Caudoviricetes	NA	NA	PF14550	Putative phage serine protease XkdF
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_257	239118	240047	930	1	0.427	11	AGGAG	GENOMAD.161649.VP	9.708e-110	356	0	0	1	2561	Caudoviricetes	NA	NA	PF05125	phage major capsid protein, P2 family
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_258	240053	240439	387	1	0.382	11	AGGAG	GENOMAD.139157.VV	9.759e-16	75	0	0	0	1	NA	NA	NA	PF14553	YqbF, hypothetical protein domain
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_259	240445	240837	393	1	0.435	11	AGGAG	GENOMAD.076553.VV	7.41e-61	205	0	0	0	2561	Caudoviricetes	NA	NA	PF11436	Putative DnaT-like ssDNA binding protein
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_260	240834	241190	357	1	0.440	11	GGA/GAG/AGG	GENOMAD.079255.VV	3.437e-63	211	0	0	1	2561	Caudoviricetes	NA	NA	PF12206	Minor capsid protein
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_261	241187	241693	507	1	0.438	11	AGGAG	GENOMAD.049927.VV	3.133e-80	263	0	0	1	2561	Caudoviricetes	NA	NA	PF04883	phage protein, HK97 gp10 family
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_262	241698	242162	465	1	0.432	11	GGxGG	GENOMAD.079256.VV	2.819e-66	222	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_263	242143	242367	225	1	0.387	11	None	GENOMAD.052481.VV	2.168e-16	74	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_264	242370	243716	1347	1	0.438	11	AGGAG	GENOMAD.013578.VV	1.017e-55	205	0	0	1	2561	Caudoviricetes	NA	NA	PF17481;PF04984;PF17482	Mu-like prophage tail sheath protein gpL
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_265	243718	244161	444	1	0.455	11	GGAG/GAGG	GENOMAD.011307.VV	5.203e-48	169	0	0	1	2561	Caudoviricetes	NA	NA	PF09393	Phage tail tube protein
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_266	244739	245188	450	1	0.402	11	GGAG/GAGG	GENOMAD.015776.VV	1.077e-57	197	0	0	1	2561	Caudoviricetes	NA	NA	PF08890	Phage XkdN-like tail assembly chaperone protein, TAC
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_267	245368	250341	4974	1	0.452	11	AGxAGG/AGGxGG	GENOMAD.146360.VP	1.183e-69	264	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_268	250334	250996	663	1	0.413	11	GGAG/GAGG	GENOMAD.025221.VV	1.93e-28	116	0	0	0	2561	Caudoviricetes	NA	NA	PF06995	Nucleoid-associated protein YgaU, contains BON and LysM domains
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_269	251008	252099	1092	1	0.429	11	AGxAGG/AGGxGG	GENOMAD.015859.VV	5.888e-178	556	0	0	1	2561	Caudoviricetes	NA	NA	PF05954	Mu-like prophage tail protein gpP
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_270	252096	252377	282	1	0.436	11	GGA/GAG/AGG	GENOMAD.044452.VV	5.643e-46	160	0	0	0	1	NA	NA	NA	PF10844	NA
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_271	252374	252805	432	1	0.431	11	AGGAG	GENOMAD.016318.VV	8.507e-24	99	0	0	0	2561	Caudoviricetes	NA	NA	PF10934	Mu-like prophage protein gp46
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_272	252798	253844	1047	1	0.457	11	AGGAG/GGAGG	GENOMAD.004833.VV	4.475e-43	164	0	0	0	2561	Caudoviricetes	NA	NA	PF04865	Uncharacterized phage protein gp47/JayE
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_273	253924	254754	831	1	0.420	11	GGAG/GAGG	GENOMAD.065777.VV	9.034e-11	65	0	0	1	2561	Caudoviricetes	NA	NA	PF10076	Uncharacterized protein YmfQ in lambdoid prophage, DUF2313 family
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_274	254767	255150	384	1	0.435	11	AGGAG	GENOMAD.071006.VV	3.566e-67	223	0	0	1	2561	Caudoviricetes	NA	NA	COG5301	Phage-related tail fibre protein
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_275	255168	256361	1194	1	0.401	11	AGGAG	GENOMAD.147920.VP	1.407e-49	185	0	0	0	2561	Caudoviricetes	NA	NA	PF05895	Siphovirus protein of unknown function (DUF859)
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_276	256381	256728	348	1	0.385	11	AGGAG	GENOMAD.114469.VV	3.587e-21	90	0	0	0	2561	Caudoviricetes	NA	NA	PF09636	XkdW protein
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_277	256718	256906	189	1	0.349	11	GGAGG	GENOMAD.162792.VV	2.475e-24	96	0	0	0	1	NA	NA	NA	PF09693	phage uncharacterized protein, XkdX family
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_278	256965	257180	216	1	0.356	11	AGGAG	GENOMAD.223713.VP	3.003e-19	82	0	0	0	2561	Caudoviricetes	NA	NA	PF10960	BhlA holin family
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_279	257193	257456	264	1	0.390	11	AGGAG	GENOMAD.223394.VP	2.308e-21	89	0	0	1	2561	Caudoviricetes	NA	NA	PF04688	holin, SPP1 family
lane122s000519_bin.2.s_NODE_3_length_725751_cov_64.567532|provirus_213467_258327_280	257515	258327	813	1	0.431	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_1	106	486	381	-1	0.423	11	AGGAG	GENOMAD.190923.VP	8.249e-17	78	0	0	0	2561	Caudoviricetes	NA	NA	PF09643	YopX protein
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_2	486	1130	645	-1	0.408	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_3	1152	1466	315	-1	0.362	11	GGA/GAG/AGG	GENOMAD.226147.VP	1.245e-11	62	0	0	0	9913	Herelleviridae	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_4	1637	1888	252	-1	0.433	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_5	1885	2136	252	-1	0.397	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_6	2170	2379	210	-1	0.390	11	GGAG/GAGG	GENOMAD.175344.VV	6.814e-18	78	0	0	0	1	NA	NA	NA	PF17356	Phage-like element PBSX protein XtrA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_7	2446	2604	159	-1	0.465	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_8	2618	2758	141	-1	0.433	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_9	2758	2898	141	-1	0.468	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_10	2867	3397	531	-1	0.427	11	AGGA	GENOMAD.223263.VP	2.66e-94	304	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_11	3394	3549	156	-1	0.429	11	AGGAG	GENOMAD.180484.VP	0.0001364	39	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_12	3551	3643	93	-1	0.355	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_13	3657	4523	867	-1	0.413	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_14	4462	5313	852	-1	0.380	11	GGAG/GAGG	GENOMAD.194252.VV	1.475e-63	221	0	0	0	2561	Caudoviricetes	NA	NA	PF09681	N-terminal phage replisome organiser (Phage_rep_org_N)
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_15	5374	5526	153	-1	0.353	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_16	5608	5811	204	-1	0.343	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_4_length_238119_cov_77.412310|provirus_106_6409_17	5981	6409	429	1	0.340	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_1	43	315	273	-1	0.377	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_2	437	862	426	1	0.451	11	GGAGG	GENOMAD.223461.VP	2.444e-28	112	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_3	999	1382	384	1	0.391	11	AGGAG	GENOMAD.220977.VP	2.342e-55	189	0	0	0	2561	Caudoviricetes	NA	NA	PF05263	phage transcriptional activator, RinA family
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_4	1482	2546	1065	1	0.353	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_5	2777	2899	123	1	0.431	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_6	2917	3372	456	1	0.443	11	GGAG/GAGG	GENOMAD.098492.VV	6.995e-80	261	0	0	0	1	NA	NA	NA	PF05263	phage transcriptional activator, RinA family
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_7	3522	4004	483	1	0.319	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_8	4078	4260	183	1	0.322	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_9	4392	4814	423	1	0.437	11	GGA/GAG/AGG	GENOMAD.026460.VV	1.158e-27	110	0	0	1	2561	Caudoviricetes	NA	NA	PF03592	Phage terminase, small subunit
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_10	4807	6045	1239	1	0.364	11	None	GENOMAD.100877.VP	9.521e-51	189	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_11	6059	7504	1446	1	0.397	11	AGGAG	GENOMAD.219224.VP	2.565e-90	308	0	0	0	2561	Caudoviricetes	NA	NA	PF05263	phage transcriptional activator, RinA family
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_12	7536	8114	579	1	0.387	11	GGAGG	GENOMAD.219224.VP	3.898e-55	192	0	0	0	2561	Caudoviricetes	NA	NA	PF05263	phage transcriptional activator, RinA family
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_13	8126	9061	936	1	0.392	11	AGGAG	GENOMAD.045154.VV	2.65e-89	297	0	0	1	2561	Caudoviricetes	NA	NA	PF05065	phage major capsid protein, HK97 family
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_14	9061	9207	147	1	0.367	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_15	9213	10076	864	1	0.420	11	AGxAG	GENOMAD.003493.VV	1.54e-22	101	0	0	1	2561	Caudoviricetes	NA	NA	PF06152	NAD+--asparagine ADP-ribosyltransferase
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_16	10076	10411	336	1	0.420	11	GGAG/GAGG	GENOMAD.110471.VV	8.199e-27	106	0	0	0	2561	Caudoviricetes	NA	NA	PF11436	Phage gp6-like head-tail connector protein
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_17	10416	10916	501	1	0.423	11	GGAG/GAGG	GENOMAD.008154.VV	7.99e-35	132	0	0	1	2561	Caudoviricetes	NA	NA	PF05133	phage portal protein, SPP1 family
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_18	10916	11269	354	1	0.407	11	GGAG/GAGG	GENOMAD.074611.VV	2.636e-33	125	0	0	1	2561	Caudoviricetes	NA	NA	TIGR01563	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_19	11262	11741	480	1	0.402	11	AGxAGG/AGGxGG	GENOMAD.059437.VV	1.414e-42	154	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_20	11746	12780	1035	1	0.435	11	AGGAG	GENOMAD.009617.VV	1.367e-84	285	0	0	1	2561	Caudoviricetes	NA	NA	COG4386	Mu-like prophage tail sheath protein gpL
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_21	12795	13190	396	1	0.394	11	AGxAGG/AGGxGG	GENOMAD.015676.VV	1.268e-55	190	0	0	0	2561	Caudoviricetes	NA	NA	PF11681	Bacteriophage KPP10, Structural protein ORF10
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_22	13282	13584	303	1	0.396	11	AGGAG	GENOMAD.199809.VV	7.133e-08	51	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_23	13592	13732	141	1	0.454	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_24	13733	17344	3612	1	0.414	11	AGGAG	GENOMAD.147200.VP	2.909e-69	261	0	0	0	2561	Caudoviricetes	NA	NA	COG3953	SLT domain protein
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_25	17344	17889	546	1	0.392	11	GGAG/GAGG	GENOMAD.044475.VV	2.491e-37	140	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_26	17900	18250	351	1	0.368	11	AGxAGG/AGGxGG	GENOMAD.054509.VV	3.078e-31	119	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
lane122s000519_bin.2.s_NODE_6_length_203114_cov_75.862872|provirus_43_33715_27	18237	19232	996	1	0.392	11	GGAG/GAGG	GENOMAD.089103.VV	5.947e-57	204	0	0	1	2561	Caudoviricetes	NA	NA	PF05954	Phage protein D
